Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Daily_Operating_Cost,Maintenance_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend
2024-03-31,MRI_A01,MRI Scanner,Radiology,16,3.33,0.208,6,1500.26,0.0,7290.91,Sunday,March,True
2024-03-31,CT_B02,CT Scanner,Radiology,20,6.08,0.304,13,2312.11,0.0,10560.28,Sunday,March,True
2024-03-31,XRAY_C03,X-Ray Machine,Radiology,12,3.73,0.311,6,447.33,0.0,756.19,Sunday,March,True
2024-03-31,US_A04,Ultrasound,Radiology,10,2.07,0.207,4,176.14,0.0,839.58,Sunday,March,True
2024-03-31,MAMMO_B05,Mammography Unit,Women's Health,8,2.17,0.271,4,324.81,0.0,1100.59,Sunday,March,True
2024-03-31,MRI_C06,MRI Scanner,Radiology,16,4.42,0.276,10,1988.76,0.0,11976.15,Sunday,March,True
2024-03-31,CT_A07,CT Scanner,Radiology,20,6.7,0.335,20,2544.87,0.0,16061.98,Sunday,March,True
2024-03-31,XRAY_B08,X-Ray Machine,Radiology,12,3.93,0.327,8,471.56,0.0,1403.93,Sunday,March,True
2024-03-31,US_C09,Ultrasound,Radiology,10,2.54,0.254,7,216.14,0.0,1238.48,Sunday,March,True
2024-03-31,MAMMO_A10,Mammography Unit,Women's Health,8,2.19,0.274,7,328.52,0.0,1388.9,Sunday,March,True
2024-03-31,MRI_B11,MRI Scanner,Radiology,16,4.5,0.281,13,2022.9,0.0,15899.36,Sunday,March,True
2024-03-31,CT_C12,CT Scanner,Radiology,20,7.11,0.356,25,2702.29,197.63,18940.1,Sunday,March,True
2024-04-01,MRI_A01,MRI Scanner,Radiology,16,9.74,0.609,21,4384.37,0.0,22292.59,Monday,April,False
2024-04-01,CT_B02,CT Scanner,Radiology,20,14.97,0.749,29,5689.24,0.0,25818.13,Monday,April,False
2024-04-01,XRAY_C03,X-Ray Machine,Radiology,12,8.67,0.723,24,1040.77,232.47,3809.44,Monday,April,False
2024-04-01,US_A04,Ultrasound,Radiology,10,6.34,0.634,16,539.22,0.0,3288.51,Monday,April,False
2024-04-01,MAMMO_B05,Mammography Unit,Women's Health,8,6.71,0.839,14,1006.92,0.0,4234.28,Monday,April,False
2024-04-01,MRI_C06,MRI Scanner,Radiology,16,12.23,0.765,28,5504.41,112.89,31765.3,Monday,April,False
2024-04-01,CT_A07,CT Scanner,Radiology,20,14.38,0.719,36,5463.99,0.0,30778.75,Monday,April,False
2024-04-01,XRAY_B08,X-Ray Machine,Radiology,12,8.75,0.729,22,1049.66,0.0,3647.79,Monday,April,False
2024-04-01,US_C09,Ultrasound,Radiology,10,7.47,0.747,15,635.16,0.0,3127.68,Monday,April,False
2024-04-01,MAMMO_A10,Mammography Unit,Women's Health,8,6.57,0.822,15,985.93,0.0,3518.69,Monday,April,False
2024-04-01,MRI_B11,MRI Scanner,Radiology,16,12.35,0.772,34,5557.5,0.0,38256.73,Monday,April,False
2024-04-01,CT_C12,CT Scanner,Radiology,20,17.81,0.891,36,6768.61,0.0,35468.05,Monday,April,False
2024-04-02,MRI_A01,MRI Scanner,Radiology,16,9.84,0.615,19,4427.27,0.0,24540.4,Tuesday,April,False
2024-04-02,CT_B02,CT Scanner,Radiology,20,18.23,0.911,57,6926.33,266.05,50657.86,Tuesday,April,False
2024-04-02,XRAY_C03,X-Ray Machine,Radiology,12,9.63,0.802,23,1155.51,0.0,3317.19,Tuesday,April,False
2024-04-02,US_A04,Ultrasound,Radiology,10,6.4,0.64,21,544.28,147.08,3150.81,Tuesday,April,False
2024-04-02,MAMMO_B05,Mammography Unit,Women's Health,8,5.12,0.64,14,768.11,0.0,3238.54,Tuesday,April,False
2024-04-02,MRI_C06,MRI Scanner,Radiology,16,12.1,0.757,29,5447.07,0.0,35600.75,Tuesday,April,False
2024-04-02,CT_A07,CT Scanner,Radiology,20,20.0,1.0,39,7600.0,0.0,31620.57,Tuesday,April,False
2024-04-02,XRAY_B08,X-Ray Machine,Radiology,12,9.79,0.816,20,1174.62,0.0,2887.64,Tuesday,April,False
2024-04-02,US_C09,Ultrasound,Radiology,10,7.16,0.716,16,608.94,0.0,3159.64,Tuesday,April,False
2024-04-02,MAMMO_A10,Mammography Unit,Women's Health,8,6.35,0.793,13,952.15,0.0,3224.9,Tuesday,April,False
2024-04-02,MRI_B11,MRI Scanner,Radiology,16,10.67,0.667,30,4802.66,0.0,37119.09,Tuesday,April,False
2024-04-02,CT_C12,CT Scanner,Radiology,20,13.21,0.661,31,5020.25,0.0,31189.27,Tuesday,April,False
2024-04-03,MRI_A01,MRI Scanner,Radiology,16,9.89,0.618,25,4451.48,0.0,26178.85,Wednesday,April,False
2024-04-03,CT_B02,CT Scanner,Radiology,20,17.8,0.89,40,6765.54,175.72,40138.82,Wednesday,April,False
2024-04-03,XRAY_C03,X-Ray Machine,Radiology,12,8.44,0.703,26,1012.87,0.0,4012.6,Wednesday,April,False
2024-04-03,US_A04,Ultrasound,Radiology,10,8.75,0.875,14,743.88,0.0,3132.81,Wednesday,April,False
2024-04-03,MAMMO_B05,Mammography Unit,Women's Health,8,7.76,0.97,22,1163.85,0.0,6139.56,Wednesday,April,False
2024-04-03,MRI_C06,MRI Scanner,Radiology,16,9.91,0.62,23,4461.21,242.5,28752.8,Wednesday,April,False
2024-04-03,CT_A07,CT Scanner,Radiology,20,17.26,0.863,46,6557.99,0.0,49130.31,Wednesday,April,False
2024-04-03,XRAY_B08,X-Ray Machine,Radiology,12,10.49,0.874,29,1258.25,0.0,4775.95,Wednesday,April,False
2024-04-03,US_C09,Ultrasound,Radiology,10,6.26,0.626,18,532.28,0.0,3671.81,Wednesday,April,False
2024-04-03,MAMMO_A10,Mammography Unit,Women's Health,8,4.67,0.584,11,700.57,0.0,2623.12,Wednesday,April,False
2024-04-03,MRI_B11,MRI Scanner,Radiology,16,9.97,0.623,27,4487.23,0.0,35199.19,Wednesday,April,False
2024-04-03,CT_C12,CT Scanner,Radiology,20,16.97,0.849,38,6449.31,0.0,32922.87,Wednesday,April,False
2024-04-04,MRI_A01,MRI Scanner,Radiology,16,14.11,0.882,35,6351.64,138.17,44837.14,Thursday,April,False
2024-04-04,CT_B02,CT Scanner,Radiology,20,18.13,0.907,37,6890.34,0.0,30618.78,Thursday,April,False
2024-04-04,XRAY_C03,X-Ray Machine,Radiology,12,10.13,0.844,14,1215.12,0.0,1849.22,Thursday,April,False
2024-04-04,US_A04,Ultrasound,Radiology,10,5.35,0.535,10,454.82,0.0,1683.28,Thursday,April,False
2024-04-04,MAMMO_B05,Mammography Unit,Women's Health,8,5.46,0.683,13,819.12,0.0,3373.31,Thursday,April,False
2024-04-04,MRI_C06,MRI Scanner,Radiology,16,12.7,0.794,27,5716.74,0.0,34531.15,Thursday,April,False
2024-04-04,CT_A07,CT Scanner,Radiology,20,16.83,0.842,32,6396.59,0.0,31846.5,Thursday,April,False
2024-04-04,XRAY_B08,X-Ray Machine,Radiology,12,6.56,0.547,15,787.39,191.1,2044.62,Thursday,April,False
2024-04-04,US_C09,Ultrasound,Radiology,10,6.33,0.633,16,538.23,142.82,3373.33,Thursday,April,False
2024-04-04,MAMMO_A10,Mammography Unit,Women's Health,8,6.95,0.869,13,1043.19,0.0,3633.54,Thursday,April,False
2024-04-04,MRI_B11,MRI Scanner,Radiology,16,14.75,0.922,26,6635.84,238.19,34234.57,Thursday,April,False
2024-04-04,CT_C12,CT Scanner,Radiology,20,16.73,0.837,52,6359.19,0.0,47991.53,Thursday,April,False
2024-04-05,MRI_A01,MRI Scanner,Radiology,16,13.2,0.825,27,5940.9,0.0,28865.5,Friday,April,False
2024-04-05,CT_B02,CT Scanner,Radiology,20,18.91,0.945,45,7184.4,0.0,41059.67,Friday,April,False
2024-04-05,XRAY_C03,X-Ray Machine,Radiology,12,7.33,0.611,21,879.27,0.0,2607.46,Friday,April,False
2024-04-05,US_A04,Ultrasound,Radiology,10,3.91,0.391,11,332.07,0.0,2029.84,Friday,April,False
2024-04-05,MAMMO_B05,Mammography Unit,Women's Health,8,5.39,0.674,15,808.85,0.0,3702.2,Friday,April,False
2024-04-05,MRI_C06,MRI Scanner,Radiology,16,11.43,0.714,29,5143.25,0.0,37308.29,Friday,April,False
2024-04-05,CT_A07,CT Scanner,Radiology,20,19.09,0.955,38,7256.02,272.49,29322.66,Friday,April,False
2024-04-05,XRAY_B08,X-Ray Machine,Radiology,12,8.4,0.7,19,1008.14,0.0,2545.0,Friday,April,False
2024-04-05,US_C09,Ultrasound,Radiology,10,9.75,0.975,20,828.79,210.97,3902.29,Friday,April,False
2024-04-05,MAMMO_A10,Mammography Unit,Women's Health,8,5.49,0.687,11,824.23,0.0,2518.06,Friday,April,False
2024-04-05,MRI_B11,MRI Scanner,Radiology,16,15.49,0.968,38,6968.29,174.67,41727.06,Friday,April,False
2024-04-05,CT_C12,CT Scanner,Radiology,20,16.32,0.816,36,6200.3,0.0,29972.08,Friday,April,False
2024-04-06,MRI_A01,MRI Scanner,Radiology,16,4.59,0.287,8,2064.3,0.0,11347.72,Saturday,April,True
2024-04-06,CT_B02,CT Scanner,Radiology,20,6.47,0.324,15,2460.45,210.47,12170.88,Saturday,April,True
2024-04-06,XRAY_C03,X-Ray Machine,Radiology,12,3.11,0.26,9,373.78,0.0,1589.77,Saturday,April,True
2024-04-06,US_A04,Ultrasound,Radiology,10,2.51,0.251,5,212.93,0.0,1054.73,Saturday,April,True
2024-04-06,MAMMO_B05,Mammography Unit,Women's Health,8,1.53,0.191,3,229.1,0.0,760.71,Saturday,April,True
2024-04-06,MRI_C06,MRI Scanner,Radiology,16,4.81,0.301,15,2164.33,0.0,17804.87,Saturday,April,True
2024-04-06,CT_A07,CT Scanner,Radiology,20,7.2,0.36,22,2737.87,0.0,23225.17,Saturday,April,True
2024-04-06,XRAY_B08,X-Ray Machine,Radiology,12,1.84,0.154,3,221.26,291.58,434.47,Saturday,April,True
2024-04-06,US_C09,Ultrasound,Radiology,10,3.11,0.311,8,264.62,0.0,1465.78,Saturday,April,True
2024-04-06,MAMMO_A10,Mammography Unit,Women's Health,8,1.12,0.14,2,167.67,0.0,572.1,Saturday,April,True
2024-04-06,MRI_B11,MRI Scanner,Radiology,16,4.31,0.269,10,1938.65,0.0,11628.42,Saturday,April,True
2024-04-06,CT_C12,CT Scanner,Radiology,20,6.57,0.328,16,2496.6,0.0,13746.76,Saturday,April,True
2024-04-07,MRI_A01,MRI Scanner,Radiology,16,6.46,0.404,13,2905.73,0.0,16804.0,Sunday,April,True
2024-04-07,CT_B02,CT Scanner,Radiology,20,5.5,0.275,14,2089.32,0.0,13981.05,Sunday,April,True
2024-04-07,XRAY_C03,X-Ray Machine,Radiology,12,3.49,0.291,6,418.5,0.0,851.46,Sunday,April,True
2024-04-07,US_A04,Ultrasound,Radiology,10,2.42,0.242,8,205.49,0.0,1683.72,Sunday,April,True
2024-04-07,MAMMO_B05,Mammography Unit,Women's Health,8,1.14,0.142,1,170.85,0.0,179.19,Sunday,April,True
2024-04-07,MRI_C06,MRI Scanner,Radiology,16,6.48,0.405,14,2915.38,0.0,14460.2,Sunday,April,True
2024-04-07,CT_A07,CT Scanner,Radiology,20,6.77,0.338,11,2571.4,0.0,9672.91,Sunday,April,True
2024-04-07,XRAY_B08,X-Ray Machine,Radiology,12,3.44,0.286,8,412.46,0.0,1284.41,Sunday,April,True
2024-04-07,US_C09,Ultrasound,Radiology,10,4.18,0.418,9,355.23,152.95,1636.12,Sunday,April,True
2024-04-07,MAMMO_A10,Mammography Unit,Women's Health,8,3.27,0.409,7,490.28,0.0,1870.32,Sunday,April,True
2024-04-07,MRI_B11,MRI Scanner,Radiology,16,5.49,0.343,13,2470.36,0.0,16471.46,Sunday,April,True
2024-04-07,CT_C12,CT Scanner,Radiology,20,4.28,0.214,8,1627.41,0.0,7889.44,Sunday,April,True
2024-04-08,MRI_A01,MRI Scanner,Radiology,16,13.15,0.822,25,5918.68,0.0,32793.81,Monday,April,False
2024-04-08,CT_B02,CT Scanner,Radiology,20,18.76,0.938,56,7127.5,0.0,58282.06,Monday,April,False
2024-04-08,XRAY_C03,X-Ray Machine,Radiology,12,7.3,0.608,16,876.05,0.0,2615.41,Monday,April,False
2024-04-08,US_A04,Ultrasound,Radiology,10,8.81,0.881,19,748.71,0.0,3517.32,Monday,April,False
2024-04-08,MAMMO_B05,Mammography Unit,Women's Health,8,2.49,0.311,5,373.53,136.43,1094.09,Monday,April,False
2024-04-08,MRI_C06,MRI Scanner,Radiology,16,11.29,0.706,29,5082.37,0.0,36575.35,Monday,April,False
2024-04-08,CT_A07,CT Scanner,Radiology,20,20.0,1.0,51,7600.0,0.0,43746.69,Monday,April,False
2024-04-08,XRAY_B08,X-Ray Machine,Radiology,12,10.58,0.881,23,1269.17,0.0,3649.19,Monday,April,False
2024-04-08,US_C09,Ultrasound,Radiology,10,6.79,0.679,21,577.5,0.0,3996.67,Monday,April,False
2024-04-08,MAMMO_A10,Mammography Unit,Women's Health,8,5.58,0.698,15,837.62,0.0,3903.61,Monday,April,False
2024-04-08,MRI_B11,MRI Scanner,Radiology,16,12.86,0.804,32,5785.53,198.11,38885.43,Monday,April,False
2024-04-08,CT_C12,CT Scanner,Radiology,20,14.17,0.709,48,5386.02,248.9,46322.61,Monday,April,False
2024-04-09,MRI_A01,MRI Scanner,Radiology,16,12.27,0.767,36,5520.74,225.9,34417.44,Tuesday,April,False
2024-04-09,CT_B02,CT Scanner,Radiology,20,20.0,1.0,42,7600.0,0.0,37792.8,Tuesday,April,False
2024-04-09,XRAY_C03,X-Ray Machine,Radiology,12,11.24,0.937,28,1348.82,0.0,4370.83,Tuesday,April,False
2024-04-09,US_A04,Ultrasound,Radiology,10,5.46,0.546,14,464.18,0.0,2766.82,Tuesday,April,False
2024-04-09,MAMMO_B05,Mammography Unit,Women's Health,8,3.53,0.442,8,530.19,0.0,2153.67,Tuesday,April,False
2024-04-09,MRI_C06,MRI Scanner,Radiology,16,10.5,0.656,9,4725.65,0.0,10938.95,Tuesday,April,False
2024-04-09,CT_A07,CT Scanner,Radiology,20,17.33,0.867,33,6586.44,0.0,29209.58,Tuesday,April,False
2024-04-09,XRAY_B08,X-Ray Machine,Radiology,12,6.01,0.501,16,721.77,181.49,2271.66,Tuesday,April,False
2024-04-09,US_C09,Ultrasound,Radiology,10,7.47,0.747,13,635.12,0.0,2933.04,Tuesday,April,False
2024-04-09,MAMMO_A10,Mammography Unit,Women's Health,8,5.86,0.732,10,878.66,0.0,2667.99,Tuesday,April,False
2024-04-09,MRI_B11,MRI Scanner,Radiology,16,12.92,0.808,25,5814.94,0.0,30748.64,Tuesday,April,False
2024-04-09,CT_C12,CT Scanner,Radiology,20,18.19,0.91,37,6913.09,0.0,33350.56,Tuesday,April,False
2024-04-10,MRI_A01,MRI Scanner,Radiology,16,9.66,0.604,27,4347.21,0.0,32462.8,Wednesday,April,False
2024-04-10,CT_B02,CT Scanner,Radiology,20,19.59,0.979,45,7443.62,0.0,36064.15,Wednesday,April,False
2024-04-10,XRAY_C03,X-Ray Machine,Radiology,12,1.2,0.1,3,144.0,0.0,463.12,Wednesday,April,False
2024-04-10,US_A04,Ultrasound,Radiology,10,6.84,0.684,9,581.22,0.0,1931.57,Wednesday,April,False
2024-04-10,MAMMO_B05,Mammography Unit,Women's Health,8,3.76,0.47,5,563.84,191.49,1139.44,Wednesday,April,False
2024-04-10,MRI_C06,MRI Scanner,Radiology,16,10.75,0.672,16,4837.76,180.72,20133.47,Wednesday,April,False
2024-04-10,CT_A07,CT Scanner,Radiology,20,12.32,0.616,18,4682.17,0.0,17397.47,Wednesday,April,False
2024-04-10,XRAY_B08,X-Ray Machine,Radiology,12,7.59,0.632,20,910.29,0.0,2921.18,Wednesday,April,False
2024-04-10,US_C09,Ultrasound,Radiology,10,4.45,0.445,9,377.96,0.0,1917.42,Wednesday,April,False
2024-04-10,MAMMO_A10,Mammography Unit,Women's Health,8,4.71,0.589,10,706.33,0.0,2689.12,Wednesday,April,False
2024-04-10,MRI_B11,MRI Scanner,Radiology,16,7.41,0.463,20,3332.82,159.8,23147.71,Wednesday,April,False
2024-04-10,CT_C12,CT Scanner,Radiology,20,18.0,0.9,41,6838.32,0.0,40099.94,Wednesday,April,False
2024-04-11,MRI_A01,MRI Scanner,Radiology,16,13.51,0.844,31,6077.81,198.56,32257.97,Thursday,April,False
2024-04-11,CT_B02,CT Scanner,Radiology,20,18.63,0.932,44,7080.36,0.0,43257.09,Thursday,April,False
2024-04-11,XRAY_C03,X-Ray Machine,Radiology,12,5.53,0.461,16,663.68,140.68,2412.13,Thursday,April,False
2024-04-11,US_A04,Ultrasound,Radiology,10,9.38,0.938,19,797.61,0.0,3623.43,Thursday,April,False
2024-04-11,MAMMO_B05,Mammography Unit,Women's Health,8,6.96,0.87,15,1044.2,0.0,3675.57,Thursday,April,False
2024-04-11,MRI_C06,MRI Scanner,Radiology,16,9.88,0.618,25,4447.55,0.0,31767.35,Thursday,April,False
2024-04-11,CT_A07,CT Scanner,Radiology,20,11.77,0.589,26,4473.47,214.8,24319.54,Thursday,April,False
2024-04-11,XRAY_B08,X-Ray Machine,Radiology,12,7.9,0.659,14,948.24,0.0,2211.52,Thursday,April,False
2024-04-11,US_C09,Ultrasound,Radiology,10,7.24,0.724,22,615.25,317.18,4102.04,Thursday,April,False
2024-04-11,MAMMO_A10,Mammography Unit,Women's Health,8,5.46,0.683,12,819.73,0.0,3080.62,Thursday,April,False
2024-04-11,MRI_B11,MRI Scanner,Radiology,16,10.35,0.647,18,4658.02,0.0,16041.19,Thursday,April,False
2024-04-11,CT_C12,CT Scanner,Radiology,20,16.26,0.813,36,6179.92,0.0,32888.95,Thursday,April,False
2024-04-12,MRI_A01,MRI Scanner,Radiology,16,16.0,1.0,50,7200.0,0.0,57281.35,Friday,April,False
2024-04-12,CT_B02,CT Scanner,Radiology,20,15.82,0.791,46,6010.03,0.0,34430.95,Friday,April,False
2024-04-12,XRAY_C03,X-Ray Machine,Radiology,12,6.33,0.527,18,759.39,222.26,2484.29,Friday,April,False
2024-04-12,US_A04,Ultrasound,Radiology,10,8.93,0.893,25,759.03,0.0,4573.81,Friday,April,False
2024-04-12,MAMMO_B05,Mammography Unit,Women's Health,8,5.56,0.695,15,834.09,0.0,3572.18,Friday,April,False
2024-04-12,MRI_C06,MRI Scanner,Radiology,16,12.48,0.78,28,5617.1,0.0,34364.39,Friday,April,False
2024-04-12,CT_A07,CT Scanner,Radiology,20,18.53,0.926,38,7040.0,0.0,30030.05,Friday,April,False
2024-04-12,XRAY_B08,X-Ray Machine,Radiology,12,7.79,0.649,16,934.68,115.57,2131.19,Friday,April,False
2024-04-12,US_C09,Ultrasound,Radiology,10,8.07,0.807,22,686.24,0.0,3794.29,Friday,April,False
2024-04-12,MAMMO_A10,Mammography Unit,Women's Health,8,2.48,0.31,6,371.87,0.0,1433.26,Friday,April,False
2024-04-12,MRI_B11,MRI Scanner,Radiology,16,10.81,0.676,20,4863.75,155.19,24728.25,Friday,April,False
2024-04-12,CT_C12,CT Scanner,Radiology,20,20.0,1.0,31,7600.0,0.0,24351.35,Friday,April,False
2024-04-13,MRI_A01,MRI Scanner,Radiology,16,5.0,0.313,15,2251.32,0.0,17323.86,Saturday,April,True
2024-04-13,CT_B02,CT Scanner,Radiology,20,7.65,0.383,20,2908.86,0.0,20994.72,Saturday,April,True
2024-04-13,XRAY_C03,X-Ray Machine,Radiology,12,3.38,0.282,9,406.05,0.0,1540.92,Saturday,April,True
2024-04-13,US_A04,Ultrasound,Radiology,10,3.22,0.322,9,273.51,135.47,1774.21,Saturday,April,True
2024-04-13,MAMMO_B05,Mammography Unit,Women's Health,8,2.62,0.328,3,393.27,0.0,822.72,Saturday,April,True
2024-04-13,MRI_C06,MRI Scanner,Radiology,16,5.25,0.328,12,2363.62,0.0,14003.44,Saturday,April,True
2024-04-13,CT_A07,CT Scanner,Radiology,20,6.8,0.34,21,2585.15,0.0,18350.77,Saturday,April,True
2024-04-13,XRAY_B08,X-Ray Machine,Radiology,12,2.61,0.217,4,312.8,0.0,677.0,Saturday,April,True
2024-04-13,US_C09,Ultrasound,Radiology,10,2.85,0.285,6,242.51,0.0,1048.91,Saturday,April,True
2024-04-13,MAMMO_A10,Mammography Unit,Women's Health,8,2.42,0.303,7,363.55,0.0,1679.4,Saturday,April,True
2024-04-13,MRI_B11,MRI Scanner,Radiology,16,5.03,0.314,15,2263.77,0.0,16349.12,Saturday,April,True
2024-04-13,CT_C12,CT Scanner,Radiology,20,7.44,0.372,22,2828.35,0.0,20192.3,Saturday,April,True
2024-04-14,MRI_A01,MRI Scanner,Radiology,16,4.75,0.297,13,2137.74,226.15,15400.28,Sunday,April,True
2024-04-14,CT_B02,CT Scanner,Radiology,20,7.57,0.378,17,2876.12,0.0,14296.8,Sunday,April,True
2024-04-14,XRAY_C03,X-Ray Machine,Radiology,12,2.92,0.243,5,349.96,0.0,833.94,Sunday,April,True
2024-04-14,US_A04,Ultrasound,Radiology,10,2.33,0.233,2,198.45,0.0,359.66,Sunday,April,True
2024-04-14,MAMMO_B05,Mammography Unit,Women's Health,8,0.8,0.1,1,120.0,0.0,215.65,Sunday,April,True
2024-04-14,MRI_C06,MRI Scanner,Radiology,16,4.31,0.269,13,1939.38,0.0,13731.17,Sunday,April,True
2024-04-14,CT_A07,CT Scanner,Radiology,20,7.65,0.383,20,2907.61,0.0,17735.03,Sunday,April,True
2024-04-14,XRAY_B08,X-Ray Machine,Radiology,12,4.73,0.394,14,567.03,209.63,2602.34,Sunday,April,True
2024-04-14,US_C09,Ultrasound,Radiology,10,1.46,0.146,4,123.8,156.13,607.64,Sunday,April,True
2024-04-14,MAMMO_A10,Mammography Unit,Women's Health,8,2.12,0.265,7,318.01,0.0,1891.41,Sunday,April,True
2024-04-14,MRI_B11,MRI Scanner,Radiology,16,3.99,0.249,9,1793.64,0.0,10310.31,Sunday,April,True
2024-04-14,CT_C12,CT Scanner,Radiology,20,5.86,0.293,12,2226.09,0.0,11932.36,Sunday,April,True
2024-04-15,MRI_A01,MRI Scanner,Radiology,16,13.17,0.823,28,5926.8,0.0,33124.46,Monday,April,False
2024-04-15,CT_B02,CT Scanner,Radiology,20,17.14,0.857,45,6512.09,0.0,40535.57,Monday,April,False
2024-04-15,XRAY_C03,X-Ray Machine,Radiology,12,7.29,0.607,18,874.39,0.0,2561.82,Monday,April,False
2024-04-15,US_A04,Ultrasound,Radiology,10,7.07,0.707,19,600.82,0.0,3859.02,Monday,April,False
2024-04-15,MAMMO_B05,Mammography Unit,Women's Health,8,5.44,0.68,13,815.56,0.0,3011.09,Monday,April,False
2024-04-15,MRI_C06,MRI Scanner,Radiology,16,6.07,0.379,10,2730.72,0.0,10761.64,Monday,April,False
2024-04-15,CT_A07,CT Scanner,Radiology,20,15.94,0.797,50,6058.48,0.0,45065.29,Monday,April,False
2024-04-15,XRAY_B08,X-Ray Machine,Radiology,12,8.9,0.742,21,1067.8,0.0,3380.27,Monday,April,False
2024-04-15,US_C09,Ultrasound,Radiology,10,7.86,0.786,22,668.23,319.72,4286.84,Monday,April,False
2024-04-15,MAMMO_A10,Mammography Unit,Women's Health,8,2.22,0.277,6,332.78,0.0,1808.59,Monday,April,False
2024-04-15,MRI_B11,MRI Scanner,Radiology,16,13.2,0.825,21,5939.02,275.4,23888.49,Monday,April,False
2024-04-15,CT_C12,CT Scanner,Radiology,20,16.96,0.848,27,6446.61,0.0,27026.12,Monday,April,False
2024-04-16,MRI_A01,MRI Scanner,Radiology,16,11.55,0.722,33,5198.39,0.0,40990.62,Tuesday,April,False
2024-04-16,CT_B02,CT Scanner,Radiology,20,16.22,0.811,46,6162.93,0.0,44336.72,Tuesday,April,False
2024-04-16,XRAY_C03,X-Ray Machine,Radiology,12,7.84,0.654,19,941.04,0.0,2729.19,Tuesday,April,False
2024-04-16,US_A04,Ultrasound,Radiology,10,4.97,0.497,11,422.23,0.0,2363.6,Tuesday,April,False
2024-04-16,MAMMO_B05,Mammography Unit,Women's Health,8,4.47,0.559,11,670.83,0.0,3192.08,Tuesday,April,False
2024-04-16,MRI_C06,MRI Scanner,Radiology,16,10.34,0.646,25,4651.71,0.0,26463.23,Tuesday,April,False
2024-04-16,CT_A07,CT Scanner,Radiology,20,16.47,0.824,46,6259.66,0.0,34960.75,Tuesday,April,False
2024-04-16,XRAY_B08,X-Ray Machine,Radiology,12,11.13,0.928,28,1336.13,0.0,3782.69,Tuesday,April,False
2024-04-16,US_C09,Ultrasound,Radiology,10,7.22,0.722,18,613.49,0.0,3215.07,Tuesday,April,False
2024-04-16,MAMMO_A10,Mammography Unit,Women's Health,8,4.94,0.617,11,740.74,0.0,2745.32,Tuesday,April,False
2024-04-16,MRI_B11,MRI Scanner,Radiology,16,13.21,0.826,33,5945.42,0.0,36774.2,Tuesday,April,False
2024-04-16,CT_C12,CT Scanner,Radiology,20,18.5,0.925,43,7031.78,0.0,33313.12,Tuesday,April,False
2024-04-17,MRI_A01,MRI Scanner,Radiology,16,16.0,1.0,39,7200.0,0.0,45181.1,Wednesday,April,False
2024-04-17,CT_B02,CT Scanner,Radiology,20,17.75,0.888,45,6745.56,0.0,37394.2,Wednesday,April,False
2024-04-17,XRAY_C03,X-Ray Machine,Radiology,12,7.95,0.662,23,953.64,0.0,3623.08,Wednesday,April,False
2024-04-17,US_A04,Ultrasound,Radiology,10,7.05,0.705,20,599.42,146.32,4032.43,Wednesday,April,False
2024-04-17,MAMMO_B05,Mammography Unit,Women's Health,8,4.03,0.504,15,604.64,0.0,3991.89,Wednesday,April,False
2024-04-17,MRI_C06,MRI Scanner,Radiology,16,11.97,0.748,22,5386.59,0.0,21387.9,Wednesday,April,False
2024-04-17,CT_A07,CT Scanner,Radiology,20,13.2,0.66,38,5016.83,0.0,33087.94,Wednesday,April,False
2024-04-17,XRAY_B08,X-Ray Machine,Radiology,12,5.78,0.481,12,693.1,230.52,1750.73,Wednesday,April,False
2024-04-17,US_C09,Ultrasound,Radiology,10,6.98,0.698,17,593.06,0.0,3433.26,Wednesday,April,False
2024-04-17,MAMMO_A10,Mammography Unit,Women's Health,8,4.26,0.533,10,639.11,0.0,2598.16,Wednesday,April,False
2024-04-17,MRI_B11,MRI Scanner,Radiology,16,13.09,0.818,22,5889.87,0.0,26532.6,Wednesday,April,False
2024-04-17,CT_C12,CT Scanner,Radiology,20,15.93,0.797,35,6054.46,0.0,29691.58,Wednesday,April,False
2024-04-18,MRI_A01,MRI Scanner,Radiology,16,13.29,0.83,40,5979.33,0.0,46044.19,Thursday,April,False
2024-04-18,CT_B02,CT Scanner,Radiology,20,18.92,0.946,36,7187.83,0.0,39773.67,Thursday,April,False
2024-04-18,XRAY_C03,X-Ray Machine,Radiology,12,5.96,0.497,16,715.1,0.0,2272.99,Thursday,April,False
2024-04-18,US_A04,Ultrasound,Radiology,10,6.94,0.694,11,589.66,206.87,2842.0,Thursday,April,False
2024-04-18,MAMMO_B05,Mammography Unit,Women's Health,8,4.51,0.563,8,675.81,0.0,2510.23,Thursday,April,False
2024-04-18,MRI_C06,MRI Scanner,Radiology,16,13.56,0.848,27,6102.24,270.21,29917.77,Thursday,April,False
2024-04-18,CT_A07,CT Scanner,Radiology,20,14.29,0.715,37,5431.21,0.0,29058.96,Thursday,April,False
2024-04-18,XRAY_B08,X-Ray Machine,Radiology,12,10.76,0.896,21,1290.75,0.0,2740.0,Thursday,April,False
2024-04-18,US_C09,Ultrasound,Radiology,10,4.04,0.404,9,342.99,200.78,1882.81,Thursday,April,False
2024-04-18,MAMMO_A10,Mammography Unit,Women's Health,8,5.16,0.645,10,774.36,0.0,2151.41,Thursday,April,False
